# Altitude(AMSL),Pressure(hpa),Temp(C),RH,WindSpeed(m/s),WindDirection(degTN),Uwind(m/s),Vwind(m/s)
12730.66,182.42,-55.19, 5.44,25.09,254.63,-24.19,-6.65
12734.93,182.30,-55.17, 5.17,25.12,254.55,-24.21,-6.69
12739.31,182.18,-55.14, 4.93,25.15,254.47,-24.23,-6.73
12743.55,182.05,-55.11, 4.73,25.17,254.38,-24.24,-6.78
12747.90,181.93,-55.06, 4.55,25.20,254.30,-24.26,-6.82
12751.88,181.82,-55.00, 4.41,25.22,254.23,-24.27,-6.85
12755.53,181.71,-54.94, 4.29,25.23,254.15,-24.28,-6.89
12759.72,181.60,-54.87, 4.19,25.25,254.09,-24.28,-6.92
12763.48,181.50,-54.82, 4.11,25.26,254.03,-24.29,-6.95
12766.52,181.40,-54.78, 4.06,25.27,253.97,-24.29,-6.98
12769.82,181.30,-54.76, 4.02,25.28,253.93,-24.29,-7.00
12773.84,181.19,-54.75, 3.99,25.28,253.89,-24.29,-7.02
12778.27,181.07,-54.76, 3.98,25.28,253.86,-24.28,-7.03
12782.98,180.94,-54.77, 3.98,25.28,253.84,-24.28,-7.04
12787.55,180.81,-54.78, 3.99,25.27,253.83,-24.27,-7.04
12791.68,180.70,-54.78, 4.01,25.26,253.83,-24.27,-7.03
12795.40,180.59,-54.77, 4.03,25.26,253.85,-24.26,-7.03
12798.84,180.50,-54.76, 4.04,25.24,253.87,-24.25,-7.01
12801.39,180.42,-54.76, 4.06,25.23,253.91,-24.24,-6.99
12804.15,180.33,-54.77, 4.07,25.21,253.96,-24.23,-6.97
12808.42,180.21,-54.79, 4.09,25.20,254.02,-24.22,-6.93
12814.24,180.06,-54.82, 4.10,25.18,254.10,-24.21,-6.90
12819.56,179.92,-54.85, 4.11,25.15,254.19,-24.20,-6.85
12823.58,179.81,-54.87, 4.11,25.13,254.29,-24.19,-6.81
12826.63,179.71,-54.87, 4.11,25.11,254.40,-24.18,-6.75
12829.38,179.63,-54.84, 4.11,25.08,254.53,-24.17,-6.69
12832.03,179.55,-54.75, 4.10,25.05,254.67,-24.16,-6.62
12835.55,179.45,-54.63, 4.10,25.02,254.82,-24.15,-6.55
12840.01,179.33,-54.48, 4.09,24.99,254.98,-24.13,-6.47
12844.97,179.19,-54.35, 4.08,24.95,255.16,-24.12,-6.39
12850.31,179.05,-54.26, 4.06,24.92,255.34,-24.10,-6.30
12855.36,178.92,-54.19, 4.05,24.88,255.54,-24.09,-6.21
12859.63,178.79,-54.14, 4.04,24.84,255.75,-24.07,-6.11
12863.62,178.68,-54.11, 4.04,24.80,255.97,-24.06,-6.01
12867.49,178.57,-54.10, 4.03,24.75,256.19,-24.04,-5.91
12871.24,178.47,-54.09, 4.03,24.71,256.43,-24.02,-5.80
12874.75,178.37,-54.09, 4.03,24.66,256.67,-24.00,-5.69
12878.72,178.25,-54.10, 4.03,24.62,256.92,-23.98,-5.57
12883.45,178.12,-54.11, 4.04,24.57,257.17,-23.96,-5.46
12889.15,177.97,-54.12, 4.06,24.53,257.43,-23.94,-5.34
12895.24,177.80,-54.13, 4.07,24.48,257.69,-23.92,-5.22
12901.84,177.62,-54.14, 4.10,24.44,257.96,-23.90,-5.10
12908.35,177.44,-54.15, 4.12,24.39,258.23,-23.88,-4.98
12914.46,177.28,-54.16, 4.15,24.35,258.50,-23.86,-4.86
12920.27,177.12,-54.17, 4.18,24.31,258.76,-23.85,-4.74
12925.44,176.98,-54.18, 4.22,24.27,259.03,-23.83,-4.62
12929.73,176.86,-54.19, 4.25,24.24,259.29,-23.82,-4.50
12933.40,176.75,-54.19, 4.28,24.21,259.55,-23.81,-4.39
12936.64,176.66,-54.20, 4.32,24.18,259.81,-23.80,-4.28
12939.83,176.57,-54.21, 4.35,24.16,260.05,-23.79,-4.17
12943.06,176.49,-54.23, 4.38,24.14,260.29,-23.79,-4.07
12945.76,176.41,-54.25, 4.41,24.12,260.53,-23.79,-3.97
12948.64,176.32,-54.27, 4.44,24.11,260.75,-23.79,-3.87
12952.79,176.21,-54.28, 4.46,24.10,260.97,-23.80,-3.78
12957.61,176.09,-54.29, 4.48,24.09,261.17,-23.81,-3.70
12962.28,175.96,-54.29, 4.49,24.09,261.37,-23.82,-3.62
12966.93,175.83,-54.29, 4.50,24.10,261.55,-23.84,-3.54
12971.54,175.71,-54.28, 4.51,24.11,261.72,-23.86,-3.47
12975.98,175.58,-54.26, 4.51,24.12,261.88,-23.88,-3.41
12980.66,175.46,-54.24, 4.50,24.14,262.03,-23.90,-3.35
12985.30,175.33,-54.19, 4.49,24.16,262.16,-23.93,-3.29
12989.81,175.21,-54.14, 4.48,24.18,262.29,-23.96,-3.24
12994.37,175.08,-54.08, 4.47,24.20,262.40,-23.99,-3.20
12998.77,174.97,-54.03, 4.45,24.23,262.51,-24.03,-3.16
13002.67,174.86,-53.99, 4.43,24.26,262.60,-24.06,-3.13
13006.38,174.75,-53.97, 4.41,24.30,262.68,-24.10,-3.10
13010.77,174.63,-53.96, 4.39,24.33,262.75,-24.14,-3.07
13015.58,174.50,-53.96, 4.37,24.37,262.82,-24.18,-3.05
13020.65,174.37,-53.96, 4.35,24.41,262.87,-24.22,-3.03
13025.82,174.23,-53.96, 4.33,24.45,262.92,-24.26,-3.01
13030.39,174.11,-53.97, 4.31,24.49,262.96,-24.31,-3.00
13033.92,174.01,-53.97, 4.30,24.54,263.00,-24.35,-2.99
13037.01,173.93,-53.98, 4.28,24.58,263.03,-24.40,-2.98
13040.19,173.84,-53.99, 4.27,24.62,263.06,-24.44,-2.98
13043.51,173.74,-53.99, 4.25,24.67,263.08,-24.49,-2.97
13048.05,173.61,-54.00, 4.24,24.71,263.10,-24.53,-2.97
13054.35,173.45,-54.00, 4.23,24.76,263.11,-24.58,-2.97
13061.51,173.27,-54.00, 4.22,24.80,263.12,-24.62,-2.97
13067.88,173.10,-54.01, 4.21,24.84,263.14,-24.67,-2.97
13073.15,172.96,-54.01, 4.20,24.89,263.15,-24.71,-2.97
13077.77,172.83,-54.02, 4.19,24.93,263.16,-24.75,-2.97
13081.99,172.72,-54.03, 4.18,24.97,263.16,-24.80,-2.97
13085.66,172.62,-54.04, 4.17,25.02,263.17,-24.84,-2.97
13088.67,172.52,-54.05, 4.16,25.06,263.18,-24.88,-2.98
13092.33,172.42,-54.05, 4.15,25.10,263.19,-24.93,-2.98
13097.44,172.30,-54.05, 4.14,25.15,263.20,-24.97,-2.98
13102.30,172.18,-54.04, 4.13,25.19,263.21,-25.01,-2.98
13106.37,172.06,-54.04, 4.12,25.23,263.21,-25.05,-2.98
13110.90,171.93,-54.03, 4.11,25.27,263.22,-25.09,-2.98
13116.82,171.78,-54.03, 4.11,25.30,263.22,-25.13,-2.99
13122.53,171.64,-54.02, 4.11,25.34,263.23,-25.17,-2.99
13127.36,171.51,-54.03, 4.12,25.38,263.23,-25.20,-2.99
13131.57,171.39,-54.04, 4.13,25.42,263.24,-25.24,-2.99
13135.52,171.29,-54.07, 4.15,25.46,263.24,-25.28,-3.00
13139.31,171.18,-54.09, 4.18,25.50,263.24,-25.32,-3.00
13143.11,171.08,-54.12, 4.23,25.53,263.23,-25.35,-3.01
13147.24,170.97,-54.15, 4.28,25.57,263.23,-25.39,-3.02
13151.46,170.86,-54.19, 4.41,25.60,263.22,-25.42,-3.02
13155.68,170.75,-54.22, 4.51,25.63,263.20,-25.45,-3.03
13159.39,170.65,-54.26, 4.64,25.66,263.19,-25.48,-3.04
13162.39,170.57,-54.30, 4.80,25.69,263.17,-25.50,-3.06
13165.84,170.46,-54.34, 4.98,25.71,263.15,-25.53,-3.07
13171.07,170.33,-54.38, 5.19,25.73,263.12,-25.55,-3.08
13177.35,170.17,-54.41, 5.43,25.75,263.09,-25.57,-3.10
13183.72,170.01,-54.45, 5.70,25.77,263.05,-25.58,-3.12
13188.92,169.88,-54.49, 5.98,25.78,263.01,-25.59,-3.14
13192.19,169.79,-54.53, 6.27,25.79,262.96,-25.60,-3.16
13194.67,169.71,-54.57, 6.58,25.80,262.91,-25.60,-3.18
13198.29,169.61,-54.61, 6.87,25.79,262.86,-25.59,-3.21
13203.56,169.48,-54.65, 7.15,25.79,262.80,-25.59,-3.23
13209.11,169.34,-54.68, 7.40,25.78,262.73,-25.57,-3.26
13214.26,169.21,-54.69, 7.61,25.77,262.66,-25.55,-3.29
13218.28,169.10,-54.69, 7.77,25.75,262.59,-25.53,-3.32
13221.80,169.00,-54.68, 7.86,25.72,262.51,-25.50,-3.35
13225.63,168.89,-54.66, 7.89,25.69,262.42,-25.47,-3.39
13230.43,168.77,-54.64, 7.84,25.65,262.33,-25.43,-3.42
13235.47,168.65,-54.60, 7.71,25.61,262.23,-25.38,-3.46
13239.61,168.53,-54.54, 7.52,25.57,262.13,-25.33,-3.50
13243.60,168.42,-54.45, 7.26,25.52,262.03,-25.27,-3.54
13248.33,168.30,-54.32, 6.95,25.46,261.92,-25.21,-3.58
13253.67,168.16,-54.19, 6.59,25.41,261.81,-25.15,-3.62
13258.67,168.04,-54.09, 6.21,25.34,261.70,-25.08,-3.66
13263.18,167.91,-54.05, 5.82,25.28,261.58,-25.00,-3.70
13267.65,167.79,-54.04, 5.43,25.21,261.46,-24.93,-3.74
13272.74,167.67,-54.06, 5.06,25.13,261.34,-24.85,-3.78
13277.78,167.54,-54.09, 4.71,25.06,261.22,-24.76,-3.82
13281.58,167.44,-54.12, 4.40,24.98,261.10,-24.68,-3.86
13284.18,167.37,-54.16, 4.13,24.90,260.98,-24.60,-3.90
13286.34,167.30,-54.19, 3.90,24.83,260.87,-24.51,-3.94
13289.72,167.21,-54.23, 3.71,24.75,260.75,-24.43,-3.98
13294.94,167.08,-54.27, 3.56,24.67,260.64,-24.34,-4.01
13301.01,166.93,-54.30, 3.45,24.59,260.54,-24.26,-4.04
13306.37,166.80,-54.33, 3.37,24.52,260.44,-24.18,-4.07
13311.08,166.67,-54.35, 3.32,24.44,260.35,-24.10,-4.10
13314.99,166.57,-54.37, 3.28,24.37,260.26,-24.02,-4.12
13318.22,166.48,-54.39, 3.27,24.30,260.19,-23.95,-4.14
13321.51,166.40,-54.41, 3.26,24.24,260.12,-23.88,-4.16
13325.01,166.30,-54.42, 3.27,24.18,260.06,-23.82,-4.17
13329.03,166.20,-54.44, 3.28,24.12,260.02,-23.76,-4.18
13333.25,166.10,-54.45, 3.29,24.07,259.98,-23.70,-4.19
13336.81,166.00,-54.47, 3.29,24.02,259.95,-23.66,-4.19
13340.11,165.91,-54.48, 3.30,23.98,259.94,-23.61,-4.19
13344.11,165.81,-54.49, 3.30,23.94,259.93,-23.58,-4.19
13348.09,165.71,-54.50, 3.30,23.91,259.93,-23.55,-4.18
13352.15,165.60,-54.49, 3.30,23.89,259.94,-23.52,-4.17
13356.67,165.49,-54.47, 3.29,23.87,259.96,-23.50,-4.16
13361.19,165.37,-54.44, 3.29,23.85,259.99,-23.49,-4.14
13365.67,165.26,-54.40, 3.27,23.84,260.03,-23.48,-4.13
13369.92,165.15,-54.36, 3.26,23.83,260.07,-23.48,-4.11
13374.46,165.03,-54.34, 3.25,23.83,260.12,-23.48,-4.09
13379.31,164.91,-54.32, 3.23,23.83,260.17,-23.48,-4.07
13384.32,164.78,-54.31, 3.21,23.84,260.23,-23.49,-4.04
13389.04,164.66,-54.30, 3.19,23.85,260.29,-23.51,-4.02
13392.99,164.56,-54.28, 3.17,23.86,260.36,-23.53,-4.00
13396.54,164.46,-54.27, 3.15,23.88,260.42,-23.54,-3.97
13400.56,164.36,-54.25, 3.12,23.89,260.48,-23.57,-3.95
13404.93,164.25,-54.22, 3.10,23.91,260.55,-23.59,-3.93
13409.30,164.14,-54.18, 3.07,23.93,260.61,-23.61,-3.90
13413.61,164.03,-54.11, 3.04,23.95,260.68,-23.64,-3.88
13417.72,163.93,-54.04, 3.02,23.98,260.74,-23.66,-3.86
13421.61,163.82,-53.95, 2.99,24.00,260.81,-23.69,-3.83
13425.66,163.72,-53.88, 2.97,24.02,260.86,-23.71,-3.81
13429.84,163.62,-53.83, 2.94,24.04,260.92,-23.74,-3.79
13433.96,163.51,-53.81, 2.92,24.06,260.98,-23.76,-3.77
13438.00,163.41,-53.82, 2.89,24.08,261.04,-23.78,-3.75
13442.15,163.30,-53.83, 2.87,24.10,261.10,-23.81,-3.73
13446.64,163.19,-53.84, 2.85,24.11,261.15,-23.83,-3.71
13451.11,163.08,-53.85, 2.84,24.13,261.21,-23.85,-3.69
13455.18,162.98,-53.86, 2.82,24.15,261.27,-23.87,-3.66
13458.77,162.89,-53.87, 2.81,24.16,261.33,-23.89,-3.64
13461.99,162.80,-53.88, 2.80,24.17,261.39,-23.90,-3.62
13465.59,162.71,-53.88, 2.79,24.19,261.46,-23.92,-3.59
13469.19,162.62,-53.89, 2.78,24.20,261.52,-23.93,-3.57
13472.52,162.54,-53.89, 2.77,24.21,261.58,-23.95,-3.54
13475.70,162.45,-53.89, 2.76,24.22,261.65,-23.96,-3.52
13479.79,162.35,-53.89, 2.76,24.22,261.71,-23.97,-3.49
13484.29,162.24,-53.88, 2.75,24.23,261.78,-23.98,-3.46
13489.16,162.11,-53.86, 2.75,24.23,261.84,-23.99,-3.44
13494.35,161.99,-53.85, 2.74,24.24,261.91,-23.99,-3.41
13498.90,161.88,-53.84, 2.74,24.24,261.96,-24.00,-3.39
13502.36,161.79,-53.84, 2.74,24.24,262.02,-24.00,-3.37
13505.67,161.70,-53.84, 2.74,24.24,262.07,-24.00,-3.34
13509.28,161.61,-53.86, 2.74,24.23,262.11,-24.00,-3.33
13513.26,161.51,-53.87, 2.73,24.23,262.15,-24.00,-3.31
13517.35,161.41,-53.87, 2.73,24.23,262.18,-24.00,-3.29
13521.33,161.31,-53.86, 2.73,24.22,262.21,-24.00,-3.28
13525.32,161.21,-53.85, 2.73,24.21,262.23,-23.99,-3.27
13529.42,161.11,-53.84, 2.74,24.21,262.24,-23.99,-3.27
13533.10,161.01,-53.84, 2.74,24.20,262.24,-23.98,-3.27
13536.80,160.92,-53.84, 2.74,24.19,262.24,-23.97,-3.27
13540.85,160.82,-53.84, 2.74,24.19,262.23,-23.97,-3.27
13545.06,160.71,-53.85, 2.74,24.18,262.21,-23.96,-3.28
13549.58,160.60,-53.85, 2.74,24.17,262.19,-23.95,-3.29
13554.78,160.48,-53.85, 2.74,24.17,262.16,-23.94,-3.30
13559.64,160.36,-53.84, 2.74,24.16,262.12,-23.93,-3.31
13563.71,160.25,-53.84, 2.74,24.15,262.08,-23.92,-3.33
13567.37,160.16,-53.83, 2.74,24.14,262.04,-23.91,-3.34
13571.09,160.07,-53.83, 2.74,24.14,261.99,-23.90,-3.36
13575.01,159.97,-53.83, 2.74,24.13,261.94,-23.89,-3.38
13579.41,159.86,-53.83, 2.74,24.12,261.89,-23.88,-3.40
13583.47,159.77,-53.82, 2.74,24.12,261.84,-23.87,-3.42
13586.73,159.68,-53.82, 2.74,24.11,261.79,-23.86,-3.44
13590.24,159.58,-53.82, 2.73,24.10,261.74,-23.85,-3.46
13595.03,159.47,-53.82, 2.73,24.10,261.69,-23.84,-3.48
13599.87,159.36,-53.82, 2.73,24.09,261.65,-23.83,-3.50
13604.40,159.25,-53.82, 2.73,24.08,261.60,-23.82,-3.52
13608.02,159.15,-53.82, 2.73,24.08,261.56,-23.81,-3.53
13611.22,159.07,-53.82, 2.73,24.07,261.52,-23.80,-3.55
13615.15,158.97,-53.83, 2.73,24.06,261.49,-23.79,-3.56
13620.01,158.85,-53.84, 2.73,24.05,261.45,-23.78,-3.58
13625.03,158.73,-53.84, 2.74,24.04,261.42,-23.77,-3.59
13630.05,158.61,-53.83, 2.74,24.04,261.39,-23.76,-3.60
13634.27,158.51,-53.82, 2.74,24.03,261.36,-23.76,-3.61
13637.93,158.42,-53.81, 2.74,24.02,261.34,-23.75,-3.62
13641.31,158.33,-53.80, 2.74,24.01,261.31,-23.74,-3.63
13644.54,158.25,-53.80, 2.74,24.00,261.29,-23.73,-3.64
13648.70,158.14,-53.81, 2.74,24.00,261.26,-23.72,-3.65
13653.76,158.03,-53.81, 2.74,23.99,261.24,-23.71,-3.65
13658.65,157.91,-53.81, 2.74,23.98,261.21,-23.70,-3.66
13663.13,157.80,-53.81, 2.74,23.98,261.19,-23.70,-3.67
13667.41,157.69,-53.80, 2.74,23.97,261.16,-23.69,-3.68
13671.36,157.59,-53.80, 2.74,23.97,261.14,-23.69,-3.69
13675.39,157.50,-53.80, 2.74,23.97,261.11,-23.68,-3.70
13679.42,157.40,-53.80, 2.74,23.97,261.08,-23.68,-3.71
13683.16,157.31,-53.80, 2.74,23.97,261.06,-23.68,-3.73
13686.13,157.24,-53.80, 2.74,23.97,261.03,-23.68,-3.74
13687.73,157.20,-53.80, 2.74,23.98,261.01,-23.68,-3.75
13688.60,157.16,-53.81, 2.74,23.98,260.99,-23.69,-3.76
13690.99,157.10,-53.82, 2.74,23.99,260.97,-23.69,-3.77
13695.41,157.00,-53.83, 2.74,24.00,260.95,-23.70,-3.78
13700.97,156.87,-53.84, 2.74,24.01,260.93,-23.71,-3.78
13707.46,156.72,-53.85, 2.74,24.02,260.92,-23.72,-3.79
13713.61,156.57,-53.85, 2.74,24.03,260.91,-23.73,-3.79
13719.10,156.44,-53.86, 2.74,24.04,260.91,-23.74,-3.80
13724.07,156.31,-53.87, 2.75,24.05,260.92,-23.75,-3.80
13728.86,156.20,-53.88, 2.75,24.07,260.92,-23.77,-3.80
13732.98,156.10,-53.87, 2.75,24.08,260.94,-23.78,-3.79
13736.20,156.02,-53.87, 2.75,24.09,260.96,-23.79,-3.79
13739.21,155.94,-53.87, 2.75,24.10,260.98,-23.80,-3.78
13743.17,155.85,-53.87, 2.75,24.11,261.02,-23.82,-3.77
13747.19,155.75,-53.89, 2.75,24.12,261.05,-23.83,-3.75
13751.56,155.64,-53.90, 2.75,24.13,261.09,-23.84,-3.74
13756.46,155.53,-53.92, 2.75,24.13,261.13,-23.84,-3.72
13760.65,155.43,-53.94, 2.75,24.13,261.18,-23.85,-3.70
13764.45,155.32,-53.95, 2.75,24.13,261.23,-23.85,-3.68
13769.76,155.20,-53.96, 2.75,24.13,261.27,-23.85,-3.66
13775.63,155.07,-53.97, 2.74,24.12,261.32,-23.85,-3.64
13780.37,154.96,-53.97, 2.74,24.11,261.37,-23.84,-3.62
13783.38,154.88,-53.97, 2.73,24.10,261.41,-23.83,-3.60
13785.65,154.81,-53.97, 2.72,24.08,261.45,-23.82,-3.58
13789.43,154.72,-53.96, 2.71,24.06,261.49,-23.80,-3.56
13795.04,154.60,-53.95, 2.70,24.04,261.52,-23.77,-3.55
13800.42,154.48,-53.94, 2.70,24.01,261.54,-23.75,-3.53
13804.64,154.37,-53.93, 2.69,23.98,261.56,-23.72,-3.52
13807.84,154.29,-53.92, 2.68,23.94,261.56,-23.68,-3.51
13811.41,154.20,-53.90, 2.67,23.90,261.56,-23.64,-3.51
13816.33,154.09,-53.89, 2.66,23.85,261.55,-23.59,-3.51
13821.00,153.99,-53.88, 2.65,23.81,261.52,-23.55,-3.51
13824.14,153.91,-53.87, 2.65,23.75,261.49,-23.49,-3.52
13826.17,153.85,-53.87, 2.64,23.70,261.44,-23.44,-3.53
13828.90,153.77,-53.86, 2.64,23.64,261.39,-23.37,-3.54
13833.69,153.66,-53.85, 2.63,23.58,261.32,-23.31,-3.56
13840.37,153.51,-53.83, 2.63,23.52,261.24,-23.24,-3.58
13847.31,153.36,-53.80, 2.63,23.45,261.15,-23.17,-3.61
13852.90,153.23,-53.78, 2.62,23.39,261.05,-23.10,-3.64
13856.99,153.12,-53.77, 2.62,23.32,260.94,-23.03,-3.67
13860.55,153.03,-53.77, 2.62,23.25,260.83,-22.96,-3.71
13864.53,152.94,-53.78, 2.62,23.19,260.70,-22.88,-3.75
13868.18,152.85,-53.79, 2.61,23.12,260.58,-22.81,-3.79
13871.67,152.76,-53.80, 2.61,23.06,260.44,-22.74,-3.83
13876.04,152.66,-53.81, 2.61,22.99,260.31,-22.66,-3.87
13880.51,152.56,-53.82, 2.61,22.93,260.17,-22.60,-3.91
13885.12,152.45,-53.83, 2.61,22.87,260.04,-22.53,-3.96
13889.48,152.35,-53.84, 2.60,22.82,259.91,-22.46,-4.00
13893.29,152.26,-53.84, 2.60,22.77,259.78,-22.40,-4.04
13896.51,152.18,-53.85, 2.60,22.72,259.66,-22.35,-4.08
13900.15,152.09,-53.87, 2.60,22.67,259.55,-22.30,-4.11
13904.13,151.99,-53.89, 2.60,22.63,259.46,-22.25,-4.14
13909.34,151.88,-53.91, 2.61,22.60,259.37,-22.21,-4.17
13913.96,151.78,-53.94, 2.61,22.57,259.30,-22.18,-4.19
13917.31,151.69,-53.96, 2.61,22.55,259.24,-22.15,-4.21
13921.04,151.60,-53.98, 2.62,22.53,259.20,-22.13,-4.22
13925.29,151.51,-54.00, 2.62,22.51,259.17,-22.11,-4.23
13928.91,151.41,-54.01, 2.63,22.50,259.17,-22.10,-4.23
13933.10,151.31,-54.03, 2.63,22.50,259.18,-22.10,-4.22
13938.94,151.18,-54.05, 2.64,22.50,259.21,-22.10,-4.21
13944.68,151.05,-54.08, 2.65,22.50,259.26,-22.11,-4.19
13949.42,150.94,-54.11, 2.65,22.51,259.33,-22.12,-4.17
13953.36,150.84,-54.14, 2.66,22.52,259.41,-22.13,-4.14
13957.32,150.75,-54.17, 2.66,22.53,259.51,-22.16,-4.10
13961.26,150.66,-54.20, 2.66,22.55,259.62,-22.18,-4.06
13965.10,150.57,-54.23, 2.66,22.57,259.75,-22.21,-4.02
13968.72,150.48,-54.27, 2.67,22.59,259.88,-22.23,-3.97
13972.61,150.40,-54.30, 2.67,22.60,260.03,-22.26,-3.91
13975.75,150.32,-54.33, 2.66,22.62,260.18,-22.29,-3.86
13979.42,150.23,-54.37, 2.66,22.64,260.33,-22.32,-3.80
13984.09,150.12,-54.40, 2.65,22.66,260.48,-22.35,-3.75
13989.61,150.00,-54.43, 2.65,22.68,260.63,-22.38,-3.69
13994.90,149.87,-54.45, 2.64,22.69,260.77,-22.40,-3.64
14000.21,149.76,-54.47, 2.63,22.70,260.91,-22.42,-3.59
14004.48,149.66,-54.48, 2.62,22.71,261.04,-22.43,-3.54
14007.38,149.59,-54.46, 2.61,22.72,261.15,-22.45,-3.49
14009.40,149.52,-54.42, 2.60,22.72,261.25,-22.45,-3.45
14013.16,149.43,-54.35, 2.59,22.71,261.34,-22.45,-3.42
14019.22,149.30,-54.27, 2.58,22.70,261.41,-22.45,-3.39
14025.20,149.17,-54.21, 2.57,22.69,261.45,-22.44,-3.37
14030.52,149.05,-54.16, 2.56,22.67,261.48,-22.42,-3.36
14035.54,148.93,-54.13, 2.55,22.65,261.48,-22.40,-3.35
14040.27,148.82,-54.11, 2.53,22.62,261.46,-22.37,-3.36
14045.09,148.71,-54.10, 2.52,22.58,261.42,-22.33,-3.37
14049.99,148.60,-54.11, 2.52,22.54,261.36,-22.29,-3.39
14054.45,148.49,-54.11, 2.51,22.50,261.27,-22.24,-3.42
14059.10,148.39,-54.12, 2.50,22.45,261.16,-22.19,-3.45
14063.19,148.29,-54.13, 2.49,22.40,261.03,-22.13,-3.49
14066.95,148.20,-54.13, 2.49,22.35,260.87,-22.07,-3.55
14071.15,148.09,-54.13, 2.48,22.29,260.70,-22.00,-3.60
14077.33,147.96,-54.13, 2.48,22.23,260.51,-21.93,-3.67
14083.39,147.83,-54.14, 2.47,22.17,260.29,-21.86,-3.74
14088.95,147.70,-54.15, 2.47,22.11,260.07,-21.78,-3.81
14093.28,147.60,-54.16, 2.46,22.05,259.83,-21.70,-3.89
14096.42,147.52,-54.15, 2.46,21.98,259.57,-21.62,-3.98
14100.07,147.42,-54.14, 2.45,21.92,259.31,-21.54,-4.07
14106.37,147.29,-54.11, 2.45,21.85,259.04,-21.45,-4.16
14112.87,147.15,-54.08, 2.44,21.79,258.75,-21.37,-4.25
14118.40,147.03,-54.06, 2.44,21.73,258.46,-21.29,-4.35
14122.79,146.93,-54.04, 2.43,21.67,258.17,-21.21,-4.44
14126.66,146.83,-54.03, 2.43,21.61,257.87,-21.12,-4.54
14130.86,146.73,-54.03, 2.42,21.55,257.58,-21.04,-4.64
14135.38,146.64,-54.04, 2.42,21.49,257.28,-20.97,-4.73
14139.72,146.54,-54.05, 2.41,21.44,256.98,-20.89,-4.83
14143.83,146.45,-54.07, 2.41,21.39,256.68,-20.82,-4.93
14147.21,146.37,-54.08, 2.40,21.35,256.38,-20.75,-5.03
14149.67,146.30,-54.10, 2.40,21.31,256.09,-20.68,-5.12
14153.09,146.22,-54.12, 2.40,21.27,255.80,-20.62,-5.22
14157.60,146.12,-54.13, 2.40,21.24,255.52,-20.56,-5.31
14162.99,146.01,-54.15, 2.40,21.21,255.24,-20.51,-5.40
14168.54,145.89,-54.17, 2.40,21.19,254.97,-20.46,-5.49
14172.67,145.80,-54.19, 2.40,21.17,254.70,-20.42,-5.58
14175.31,145.72,-54.21, 2.40,21.16,254.45,-20.38,-5.67
14178.45,145.64,-54.23, 2.40,21.15,254.20,-20.35,-5.76
14183.37,145.54,-54.25, 2.41,21.16,253.96,-20.33,-5.85
14189.04,145.42,-54.27, 2.41,21.16,253.72,-20.32,-5.93
14194.86,145.29,-54.30, 2.41,21.18,253.50,-20.31,-6.01
14199.66,145.18,-54.32, 2.41,21.20,253.29,-20.30,-6.09
14203.89,145.08,-54.34, 2.41,21.23,253.09,-20.31,-6.17
14208.05,144.99,-54.35, 2.41,21.26,252.91,-20.32,-6.25
14212.13,144.90,-54.36, 2.41,21.30,252.74,-20.34,-6.32
14216.10,144.81,-54.36, 2.41,21.35,252.58,-20.37,-6.39
14219.78,144.72,-54.35, 2.40,21.40,252.43,-20.41,-6.46
14223.24,144.64,-54.33, 2.40,21.46,252.30,-20.45,-6.53
14226.77,144.56,-54.31, 2.40,21.53,252.19,-20.50,-6.59
14231.74,144.44,-54.30, 2.39,21.60,252.09,-20.56,-6.64
14237.99,144.31,-54.30, 2.39,21.68,252.01,-20.62,-6.70
14244.83,144.16,-54.31, 2.39,21.76,251.94,-20.69,-6.75
14251.25,144.02,-54.32, 2.39,21.84,251.89,-20.76,-6.79
14256.84,143.90,-54.33, 2.39,21.93,251.86,-20.84,-6.83
14261.41,143.79,-54.34, 2.39,22.02,251.85,-20.93,-6.86
14265.14,143.71,-54.36, 2.39,22.11,251.85,-21.01,-6.89
14268.49,143.63,-54.38, 2.39,22.21,251.87,-21.11,-6.91
14271.57,143.56,-54.40, 2.38,22.30,251.91,-21.20,-6.93
14274.87,143.48,-54.42, 2.38,22.39,251.96,-21.29,-6.94
14278.60,143.40,-54.43, 2.38,22.49,252.03,-21.39,-6.94
14282.65,143.31,-54.44, 2.38,22.58,252.11,-21.49,-6.94
14287.18,143.21,-54.45, 2.38,22.66,252.21,-21.58,-6.93
14292.25,143.10,-54.46, 2.38,22.75,252.32,-21.67,-6.91
14297.40,142.99,-54.48, 2.37,22.83,252.44,-21.76,-6.89
14302.28,142.88,-54.50, 2.37,22.90,252.57,-21.85,-6.86
14306.74,142.78,-54.51, 2.37,22.97,252.71,-21.94,-6.83
14310.88,142.69,-54.53, 2.37,23.04,252.86,-22.01,-6.79
14314.64,142.60,-54.54, 2.36,23.10,253.02,-22.09,-6.74
14318.12,142.52,-54.56, 2.36,23.15,253.19,-22.16,-6.70
14321.81,142.44,-54.57, 2.36,23.19,253.36,-22.22,-6.64
14326.57,142.34,-54.57, 2.36,23.22,253.53,-22.27,-6.58
14331.58,142.23,-54.56, 2.35,23.25,253.71,-22.32,-6.52
14336.24,142.13,-54.53, 2.35,23.27,253.89,-22.36,-6.46
14340.24,142.04,-54.51, 2.35,23.28,254.07,-22.39,-6.39
